id,name,description,category,hsn_code,meta,created_at,updated_at,category_code
590,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE - OF HIGH SPEED STEEL : COLD-ROLLED : IN COILS",,Iron and Steel,72252021,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
591,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE - OF HIGH SPEED STEEL : COLD-ROLLED : NOT IN COILS",,Iron and Steel,72252029,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
593,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE - OTHER, NOT FURTHER WORKED THAN HOT-ROLLED, IN COILS : OF SPRING STEEL QUALITY",,Iron and Steel,72253010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
594,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE - OTHER, NOT FURTHER WORKED THAN HOT-ROLLED, IN COILS : OTHER",,Iron and Steel,72253090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
595,"Other, not further worked than hot-rolled, not in coils",,Iron and Steel,722540,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
596,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE - OTHER, NOT FURTHER WORKED THAN HOT-ROLLED, NOT IN COILS : OF A THICKNESS OF ABOVE 4.75 MM : BOILER QUALITY",,Iron and Steel,72254011,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
597,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE - OTHER, NOT FURTHER WORKED THAN HOT-ROLLED, NOT IN COILS : OF A THICKNESS OF ABOVE 4.75 MM : PRESSURE VESSEL QUALITY",,Iron and Steel,72254012,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
598,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE - OTHER, NOT FURTHER WORKED THAN HOT-ROLLED, NOT IN COILS : OF A THICKNESS OF ABOVE 4.75 MM : HIGH TENSILE QUALITY",,Iron and Steel,72254013,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
599,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE - OTHER, NOT FURTHER WORKED THAN HOT-ROLLED, NOT IN COILS : OF A THICKNESS OF ABOVE 4.75 MM : OTHER",,Iron and Steel,72254019,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
600,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE - OTHER, NOT FURTHER WORKED THAN HOT-ROLLED, NOT IN COILS : OF A THICKNESS OF 3 MM AND ABOVE BUT NOT EXCEEDING 4.75 MM",,Iron and Steel,72254020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
601,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE - OTHER, NOT FURTHER WORKED THAN HOT-ROLLED, NOT IN COILS : OF A THICKNESS OF BELOW 3 MM",,Iron and Steel,72254030,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
602,"Other, not further worked than cold-rolled (cold-reduced)",,Iron and Steel,722550,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
603,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE - OTHER, NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) : OF A THICKNESS OF LESS THAN 3 MM",,Iron and Steel,72255010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
604,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE - OTHER, NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) : OF A THICKNESS OF 3 MM TO 4.75 MM",,Iron and Steel,72255020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
605,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE - OTHER, NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) : OF A THICKNESS OF ABOVE 4.75 MM",,Iron and Steel,72255030,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
606,Electrolytically plated or coatedwith zinc:,,Iron and Steel,722591,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
607,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE - OTHER : ELECTROLYTICALLY PLATED OR COATED WITH ZINC",,Iron and Steel,72259100,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
608,Galvannealed,,Iron and Steel,72259110,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
609,Other,,Iron and Steel,72259190,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
610,Otherwise plated or coated with zinc:,,Iron and Steel,722592,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
611,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE - OTHER : OTHERWISE PLATED OR COATED WITH ZINC",,Iron and Steel,72259200,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
612,Galvannealed,,Iron and Steel,72259210,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
613,Other,,Iron and Steel,72259290,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
614,Other:,,Iron and Steel,722599,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
615,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE - OTHER : OTHER",,Iron and Steel,72259900,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
616,plated or coated with aluminium,,Iron and Steel,72259910,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
617,plated or coated with aluminium-zinc alloys,,Iron and Steel,72259920,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
618,"painted, coloured or coated with plastics",,Iron and Steel,72259930,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
619,Other,,Iron and Steel,72259990,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
620,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - Of silicon-electrical steel",,Iron and Steel,7226,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
621,"IRON AND STEEL~Flat-rolled products of other alloy steel, of a width of less than 600 mm~Grain-oriented",,Iron and Steel,722611,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
622,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OF SILICON-ELECTRICAL STEEL : GRAIN-ORIENTED",,Iron and Steel,72261100,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
623,Other,,Iron and Steel,722619,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
624,"FLAT ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM- OF SILICON-ELECTRICAL STEEL - OTHER THAN GRAIN ORIENTED - HOT ROLLED",,Iron and Steel,72261910,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
625,"FLAT ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM- OF SILICON-ELECTRICAL STEEL - OTHER THAN GRAIN ORIENTED - COLD ROLLED",,Iron and Steel,72261920,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
626,"FLAT ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM- OF SILICON-ELECTRICAL STEEL - OTHER THAN GRAIN ORIENTED - OTHER THAN HOT ROLLED OR COLD ROLLED",,Iron and Steel,72261990,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
627,Of high speed steel,,Iron and Steel,722620,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
628,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OF HIGH SPEED STEEL : HOT-ROLLED : IN COILS",,Iron and Steel,72262011,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
629,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OF HIGH SPEED STEEL : HOT-ROLLED : OTHER",,Iron and Steel,72262012,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
630,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OF HIGH SPEED STEEL : COLD-ROLLED : IN COILS",,Iron and Steel,72262021,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
631,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OF HIGH SPEED STEEL : COLD-ROLLED : OTHER",,Iron and Steel,72262022,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
632,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OF HIGH SPEED STEEL : HOOPS AND STRIPS",,Iron and Steel,72262030,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
633,Not further worked than hot-rolled,,Iron and Steel,722691,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
634,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: NOT FURTHER WORKED THAN HOT-ROLLED : OF A THICKNESS OF BELOW 3 MM",,Iron and Steel,72269110,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
635,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: NOT FURTHER WORKED THAN HOT-ROLLED : OF A THICKNESS OF 3 MM AND ABOVE BUT NOT EXCEEDING 4.75 MM",,Iron and Steel,72269120,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
636,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: NOT FURTHER WORKED THAN HOT-ROLLED : HIGH TENSILE QUALITY OF A THICKNESS OF ABOVE 4.75 MM",,Iron and Steel,72269130,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
637,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: NOT FURTHER WORKED THAN HOT-ROLLED : OTHER",,Iron and Steel,72269190,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
638,Not further worked than cold-rolled (cold- reduced),,Iron and Steel,722692,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
639,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: NOT FURTHER WORKED THAN COLD-ROLLED (COLDREDUCED): OF A THICKNESS OF BELOW 3 MM",,Iron and Steel,72269210,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
640,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: NOT FURTHER WORKED THAN COLD-ROLLED (COLDREDUCED): OF A THICKNESS OF 3 MM AND ABOVE BUT NOT EXCEEDING 4.75 MM",,Iron and Steel,72269220,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
641,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: NOT FURTHER WORKED THAN COLD-ROLLED (COLDREDUCED): OF A THICKNESS OF ABOVE 4.75 MM",,Iron and Steel,72269230,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
642,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: ELECTROLYTICALLY PLATED OR COATED WITH ZINC",,Iron and Steel,72269300,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
643,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHERWISE PLATED OR COATED WITH ZINC",,Iron and Steel,72269400,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
644,Other :,,Iron and Steel,722699,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
645,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHER : OF A THICKNESS OF ABOVE 4.75 MM",,Iron and Steel,72269910,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
646,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHER : OF A THICKNESS OF ABOVE 3 MM AND BUT NOT EXCEEDING 4.75 MM",,Iron and Steel,72269920,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
647,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHER : OF A THICKNESS OF BELOW 3 MM",,Iron and Steel,72269930,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
648,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHER : SKELP (STRIPS FOR PIPES AND TUBES)",,Iron and Steel,72269940,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
649,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHER : HOOPS AND STRIPS : HOT ROLLED",,Iron and Steel,72269951,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
650,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHER : HOOPS AND STRIPS : COLD ROLLED",,Iron and Steel,72269952,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
651,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHER : HOOPS AND STRIPS : OF SPRING STEEL, OTHER THAN SKELP",,Iron and Steel,72269953,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
652,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHER : HOOPS AND STRIPS : SKELPS AND STRIPS FOR RAZOR BLADES AND SAW BLADES",,Iron and Steel,72269960,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
653,plain and corrugated,,Iron and Steel,72269971,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
654,"electrolytically, plain and corrugated",,Iron and Steel,72269972,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
655,Galvannealed,,Iron and Steel,72269973,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
656,Other,,Iron and Steel,72269979,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
657,with aluminium,,Iron and Steel,72269981,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
658,with aluminium-zinc alloys,,Iron and Steel,72269982,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
659,"painted, coloured or coated with plastics",,Iron and Steel,72269983,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
660,Other,,Iron and Steel,72269989,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
661,"FLAT-ROLLED PRODUCTS OF OTHER ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM - OTHER: OTHER : HOOPS AND STRIPS : OTHER",,Iron and Steel,72269990,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
662,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL",,Iron and Steel,7227,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
663,"IRON AND STEEL~Bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel~Of high speed steel",,Iron and Steel,722710,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
664,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL - OF HIGH SPEED STEEL",,Iron and Steel,72271000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
665,"IRON AND STEEL~Bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel~Of silico-manganese steel",,Iron and Steel,722720,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
666,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL - OF SILICO-MANGANESE STEEL",,Iron and Steel,72272000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
667,Other,,Iron and Steel,722790,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
668,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL - OTHER : VALVE SPRING STEEL QUALITY",,Iron and Steel,72279010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
669,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL - OTHER : OTHER SPRING STEEL QUALITY",,Iron and Steel,72279020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
670,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL - OTHER : BALL BEARING QUALITY",,Iron and Steel,72279030,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
671,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL - OTHER : COLD HEADING QUALITY",,Iron and Steel,72279040,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
672,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL - OTHER : LEAD-FREE CUTTING QUALITY",,Iron and Steel,72279050,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
673,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL - OTHER : SULPHUR FREE CUTTING QUALITY",,Iron and Steel,72279060,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
674,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF OTHER ALLOY STEEL - OTHER : OTHER",,Iron and Steel,72279090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
675,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL",,Iron and Steel,7228,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
676,"Bars and rods, of high speed steel",,Iron and Steel,722810,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
1080,"SPRINGS AND LEAVES FOR SPRINGS, OF IRON OR STEEL - OTHER : OTHER",,Articles of iron or steel,73209090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
677,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - BARS AND RODS, OF HIGH SPEED STEEL : BRIGHT BARS",,Iron and Steel,72281010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
678,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - BARS AND RODS, OF HIGH SPEED STEEL : OTHER",,Iron and Steel,72281090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
679,"IRON AND STEEL~Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy",,Iron and Steel,722820,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
680,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - BARS AND RODS, OF SILICO-MANGANESE STEEL",,Iron and Steel,72282000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
681,"Other bars and rods, not further worked than hot-rolled, hot-drawn or extruded",,Iron and Steel,722830,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
682,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED : BRIGHT BARS : OF ALLOY...",,Iron and Steel,72283011,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
683,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED : BRIGHT BARS : OTHER",,Iron and Steel,72283019,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
684,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED : OTHER : LEAD BEARING S...",,Iron and Steel,72283021,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
685,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED : OTHER : SPRING STEEL",,Iron and Steel,72283022,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
686,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED : OTHER : SULPHUR BEARIN...",,Iron and Steel,72283023,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
687,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED : OTHER : TOOL AND DIE S...",,Iron and Steel,72283024,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
688,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED : OTHER : OTHER",,Iron and Steel,72283029,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
689,"IRON AND STEEL~Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy",,Iron and Steel,722840,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
690,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN FORGED",,Iron and Steel,72284000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
691,"Other bars and rods, not further worked than cold-formed or cold-finished",,Iron and Steel,722850,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
692,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED : OF ENGINE VALVES AND COLD H...",,Iron and Steel,72285010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
693,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED : OTHER",,Iron and Steel,72285090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
694,Other bars and rods,,Iron and Steel,722860,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
695,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS : BRIGHT BARS : OF ALLOY TOOL STEEL",,Iron and Steel,72286011,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
