id,name,description,category,hsn_code,meta,created_at,updated_at,category_code
696,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS : BRIGHT BARS : OTHER",,Iron and Steel,72286012,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
697,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS : OTHER : LEAD BEARING STEEL",,Iron and Steel,72286091,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
698,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS : OTHER : SPRING STEEL",,Iron and Steel,72286092,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
699,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS : OTHER : SULPHUR BEARING STEEL",,Iron and Steel,72286093,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
700,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS : OTHER : TOOL AND DIE STEEL",,Iron and Steel,72286094,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
701,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - OTHER BARS AND RODS : OTHER : OTHER",,Iron and Steel,72286099,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
702,"Angles, shapes and sections",,Iron and Steel,722870,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
703,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - ANGLES, SHAPES AND SECTIONS : NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED : OF 80 MM OR M...",,Iron and Steel,72287011,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
704,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - ANGLES, SHAPES AND SECTIONS : NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED : OF LESS THAN ...",,Iron and Steel,72287012,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
1134,"SANITARY WARE AND PARTS THEREOF, OF IRON OR STEEL",,Articles of iron or steel,7324,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
705,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - ANGLES, SHAPES AND SECTIONS : NOT FURTHER WORKED THAN COLD-FORMED OR COLD FINISHED: OF 80 MM OR MORE",,Iron and Steel,72287021,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
706,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - ANGLES, SHAPES AND SECTIONS : NOT FURTHER WORKED THAN COLD-FORMED OR COLD FINISHED: OF LESS THAN 80 MM",,Iron and Steel,72287022,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
707,Hollow drill bars and rods,,Iron and Steel,722880,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
708,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - HOLLOW DRILL BARS AND RODS : OF ALLOY STEEL",,Iron and Steel,72288010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
709,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - HOLLOW DRILL BARS AND RODS : OF NON ALLOY STEEL, FORGED",,Iron and Steel,72288020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
710,"OTHER BARS AND RODS OF OTHER ALLOY STEEL; ANGLES, SHAPES AND SECTIONS, OF OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL - HOLLOW DRILL BARS AND RODS : OTHER",,Iron and Steel,72288090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
711,WIRE OF OTHER ALLOY STEEL,,Iron and Steel,7229,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
712,WIRE OF OTHER ALLOY STEEL OF HIGH SPEED STEEL,,Iron and Steel,72291000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
713,IRON AND STEEL~Wire of other alloy steel~Of silico-manganese steel,,Iron and Steel,722920,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
714,WIRE OF OTHER ALLOY STEEL OF SILICO-MANGANESE STEEL,,Iron and Steel,72292000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
715,Other,,Iron and Steel,722990,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
716,"WIRE OF OTHER ALLOY STEEL - OTHER : TINNED WIRE, BRONZE COATED WIRE, TRAPEZOIDAL WIRE, HALF ROUND WIRE, CRIMPED WIRE AND COPPER COATED WIRE, NOT INSULATED : TINNED WIRE",,Iron and Steel,72299011,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
717,"WIRE OF OTHER ALLOY STEEL - OTHER : TINNED WIRE, BRONZE COATED WIRE, TRAPEZOIDAL WIRE, HALF ROUND WIRE, CRIMPED WIRE AND COPPER COATED WIRE, NOT INSULATED : BRONZE COATED WIRE",,Iron and Steel,72299012,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
718,"WIRE OF OTHER ALLOY STEEL - OTHER : TINNED WIRE, BRONZE COATED WIRE, TRAPEZOIDAL WIRE, HALF ROUND WIRE, CRIMPED WIRE AND COPPER COATED WIRE, NOT INSULATED : TRAPEZOIDAL WIRE",,Iron and Steel,72299013,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
719,"WIRE OF OTHER ALLOY STEEL - OTHER : TINNED WIRE, BRONZE COATED WIRE, TRAPEZOIDAL WIRE, HALF ROUND WIRE, CRIMPED WIRE AND COPPER COATED WIRE, NOT INSULATED : HALF ROUND WIRE",,Iron and Steel,72299014,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
720,"WIRE OF OTHER ALLOY STEEL - OTHER : TINNED WIRE, BRONZE COATED WIRE, TRAPEZOIDAL WIRE, HALF ROUND WIRE, CRIMPED WIRE AND COPPER COATED WIRE, NOT INSULATED : CRIMPED WIRE",,Iron and Steel,72299015,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
721,"WIRE OF OTHER ALLOY STEEL - OTHER : TINNED WIRE, BRONZE COATED WIRE, TRAPEZOIDAL WIRE, HALF ROUND WIRE, CRIMPED WIRE AND COPPER COATED WIRE, NOT INSULATED : COPPER COATED WIRE",,Iron and Steel,72299016,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
722,"WIRE OF OTHER ALLOY STEEL - OTHER : ELECTRODE QUALITY, WIRE ROPE QUALITY AND ACSR QUALITY NOT INSULATED : ELECTRODE QUALITY",,Iron and Steel,72299021,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
723,"WIRE OF OTHER ALLOY STEEL - OTHER : ELECTRODE QUALITY, WIRE ROPE QUALITY AND ACSR QUALITY NOT INSULATED : WIRE ROPE QUALITY",,Iron and Steel,72299022,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
724,"WIRE OF OTHER ALLOY STEEL - OTHER : ELECTRODE QUALITY, WIRE ROPE QUALITY AND ACSR QUALITY NOT INSULATED : ACSR QUALITY",,Iron and Steel,72299023,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
725,"WIRE OF OTHER ALLOY STEEL - OTHER : WIRE (EXCLUDING WIRE TYPE LEAD), SPRING, HIGH TENSILE, HARDENED AND TEMPERED WIRES, NOT INSULATED : WIRE (EXCLUDING WIRE TYPE LEAD)",,Iron and Steel,72299031,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
726,"WIRE OF OTHER ALLOY STEEL - OTHER : WIRE (EXCLUDING WIRE TYPE LEAD), SPRING, HIGH TENSILE, HARDENED AND TEMPERED WIRES, NOT INSULATED : SPRING WIRE",,Iron and Steel,72299032,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
727,"WIRE OF OTHER ALLOY STEEL - OTHER : WIRE (EXCLUDING WIRE TYPE LEAD), SPRING, HIGH TENSILE, HARDENED AND TEMPERED WIRES, NOT INSULATED : HIGH TENSILE WIRE",,Iron and Steel,72299033,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
728,"WIRE OF OTHER ALLOY STEEL - OTHER : WIRE (EXCLUDING WIRE TYPE LEAD), SPRING, HIGH TENSILE, HARDENED AND TEMPERED WIRES, NOT INSULATED : HARDENED AND TEMPERED WIRE",,Iron and Steel,72299034,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
729,"WIRE OF OTHER ALLOY STEEL - OTHER : WIRE (EXCLUDING WIRE TYPE LEAD), SPRING, HIGH TENSILE, HARDENED AND TEMPERED WIRES, NOT INSULATED : OTHER WIRE",,Iron and Steel,72299040,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
730,WIRE OF OTHER ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRES OF CROSS-SECTION : HALF ROUND,,Iron and Steel,72299051,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
731,WIRE OF OTHER ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRES OF CROSS-SECTION : FLAT AND RECTANGULAR,,Iron and Steel,72299052,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
732,WIRE OF OTHER ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRES OF CROSS-SECTION : `L SHAPE,,Iron and Steel,72299053,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
733,WIRE OF OTHER ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRES OF CROSS-SECTION : `Z SHAPE,,Iron and Steel,72299054,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
734,WIRE OF OTHER ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRES OF CROSS-SECTION : OTHER,,Iron and Steel,72299059,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
735,"WIRE OF OTHER ALLOY STEEL - OTHER : WIRE (EXCLUDING WIRE TYPE LEAD), SPRING, HIGH TENSILE, HARDENED AND TEMPERED WIRES, NOT INSULATED : ELECTRIC RESISTANCE WIRE (INCLUDING ELECTRIC RESISTANCE HEATING WIRE)",,Iron and Steel,72299060,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
736,"WIRE OF OTHER ALLOY STEEL - OTHER : WIRE (EXCLUDING WIRE TYPE LEAD), SPRING, HIGH TENSILE, HARDENED AND TEMPERED WIRES, NOT INSULATED : CRIMPED WIRE",,Iron and Steel,72299070,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
737,"WIRE OF OTHER ALLOY STEEL - OTHER : WIRE (EXCLUDING WIRE TYPE LEAD), SPRING, HIGH TENSILE, HARDENED AND TEMPERED WIRES, NOT INSULATED : OTHER",,Iron and Steel,72299090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
738,"SHEET PILING OF IRON OR STEEL, WHETHER OR NOT DRILLED, PUNCHED OR MADE FROM ASSEMBLED ELEMENTS; WELDED ANGLES, SHAPES AND SECTIONS, OF IRON OR STEEL",,Articles of iron or steel,7301,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
739,"ARTICLES OF IRON OR STEEL~Sheet  piling  of  iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel~Sheet piling",,Articles of iron or steel,730110,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
740,"SHEET PILING OF IRON OR STEEL, WHETHER OR NOT DRILLED, PUNCHED OR MADE FROM ASSEMBLED ELEMENTS; WELDED ANGLES, SHAPES AND SECTIONS, OF IRON OR STEEL - SHEET PILING",,Articles of iron or steel,73011000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
741,"Angles, shapes and sections",,Articles of iron or steel,730120,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
742,"SHEET PILING OF IRON OR STEEL, WHETHER OR NOT DRILLED, PUNCHED OR MADE FROM ASSEMBLED ELEMENTS; WELDED ANGLES, SHAPES AND SECTIONS, OF IRON OR STEEL - ANGLES, SHAPES AND SECTIONS : STEEL SLOTTED ANGLES",,Articles of iron or steel,73012010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
743,"SHEET PILING OF IRON OR STEEL, WHETHER OR NOT DRILLED, PUNCHED OR MADE FROM ASSEMBLED ELEMENTS; WELDED ANGLES, SHAPES AND SECTIONS, OF IRON OR STEEL - ANGLES, SHAPES AND SECTIONS : OTHER",,Articles of iron or steel,73012090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
744,"RAILWAY OR TRAMWAY TRACK CONSTRUCTION MATERIAL OF IRON OR STEEL, THE FOLLOWING: RAILS, CHECK-RAILS AND RACK RAILS, SWITCH BLADES, CROSSING FROGS, POINT RODS AND OTHER CROSSING PIECES, SLEEPERS (CROSS-TIES), FISH- PLATES, CHAIRS, CHAIR WEDGES, SOLE PLATES...",,Articles of iron or steel,7302,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
745,Rails :,,Articles of iron or steel,730210,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
746,"RAILWAY OR TRAMWAY TRACK CONSTRUCTION MATERIAL OF IRON OR STEEL, THE FOLLOWING: RAILS, CHECK-RAILS AND RACK RAILS, SWITCH BLADES, CROSSING FROGS, POINT RODS AND OTHER CROSSING PIECES, SLEEPERS (CROSS-TIES), FISH - PLATES, CHAIRS, CHAIR WEDGES, SOLE PLATE...",,Articles of iron or steel,73021010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
747,Head hardened rails,,Articles of iron or steel,73021011,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
748,Asymmetric rails with end forging,,Articles of iron or steel,73021012,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
749,Asymmetric rails without end forging,,Articles of iron or steel,73021013,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
750,Other than asymmetric rails and head hardened rails,,Articles of iron or steel,73021014,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
751,Other,,Articles of iron or steel,73021019,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
752,"RAILWAY OR TRAMWAY TRACK CONSTRUCTION MATERIAL OF IRON OR STEEL, THE FOLLOWING: RAILS, CHECK-RAILS AND RACK RAILS, SWITCH BLADES, CROSSING FROGS, POINT RODS AND OTHER CROSSING PIECES, SLEEPERS (CROSS-TIES), FISH - PLATES, CHAIRS, CHAIR WEDGES, SOLE PLATE...",,Articles of iron or steel,73021020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
753,"RAILWAY OR TRAMWAY TRACK CONSTRUCTION MATERIAL OF IRON OR STEEL, THE FOLLOWING: RAILS, CHECK-RAILS AND RACK RAILS, SWITCH BLADES, CROSSING FROGS, POINT RODS AND OTHER CROSSING PIECES, SLEEPERS (CROSS-TIES), FISH - PLATES, CHAIRS, CHAIR WEDGES, SOLE PLATE...",,Articles of iron or steel,73021090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
754,"ARTICLES OF IRON OR STEEL~Railway or tramway track construction material of iron or steel, the following: rails, check-rails and rack rails, switch blades,  crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish- plates, chair...",,Articles of iron or steel,730230,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
755,"RAILWAY OR TRAMWAY TRACK CONSTRUCTION MATERIAL OF IRON OR STEEL, THE FOLLOWING: RAILS, CHECK-RAILS AND RACK RAILS, SWITCH BLADES, CROSSING FROGS, POINT RODS AND OTHER CROSSING PIECES, SLEEPERS (CROSS-TIES), FISH - PLATES, CHAIRS, CHAIR WEDGES, SOLE PLATE...",,Articles of iron or steel,73023000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
756,"ARTICLES OF IRON OR STEEL~Railway or tramway track construction material of iron or steel, the following: rails, check-rails and rack rails, switch blades,  crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish- plates, chair...",,Articles of iron or steel,730240,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
757,"RAILWAY OR TRAMWAY TRACK CONSTRUCTION MATERIAL OF IRON OR STEEL, THE FOLLOWING: RAILS, CHECK-RAILS AND RACK RAILS, SWITCH BLADES, CROSSING FROGS, POINT RODS AND OTHER CROSSING PIECES, SLEEPERS (CROSS-TIES), FISH - PLATES, CHAIRS, CHAIR WEDGES, SOLE PLATE...",,Articles of iron or steel,73024000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
758,Other,,Articles of iron or steel,730290,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
759,"RAILWAY OR TRAMWAY TRACK CONSTRUCTION MATERIAL OF IRON OR STEEL, THE FOLLOWING: RAILS, CHECK-RAILS AND RACK RAILS, SWITCH BLADES, CROSSING FROGS, POINT RODS AND OTHER CROSSING PIECES, SLEEPERS (CROSS-TIES), FISH - PLATES, CHAIRS, CHAIR WEDGES, SOLE PLATE...",,Articles of iron or steel,73029010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
760,"RAILWAY OR TRAMWAY TRACK CONSTRUCTION MATERIAL OF IRON OR STEEL, THE FOLLOWING: RAILS, CHECK-RAILS AND RACK RAILS, SWITCH BLADES, CROSSING FROGS, POINT RODS AND OTHER CROSSING PIECES, SLEEPERS (CROSS-TIES), FISH - PLATES, CHAIRS, CHAIR WEDGES, SOLE PLATE...",,Articles of iron or steel,73029090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
761,"TUBES, PIPES AND HOLLOW PROFILES, OF CAST IRON",,Articles of iron or steel,7303,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
762,"Tubes, pipes and hollow profiles, of cast iron",,Articles of iron or steel,730300,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
763,"TUBES, PIPES AND HOLLOW PROFILES, OF CAST IRON - TUBES, PIPES AND HOLLOW PROFILES, OF CAST IRON: RAIN WATER PIPE",,Articles of iron or steel,73030010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
764,"TUBES, PIPES AND HOLLOW PROFILES, OF CAST IRON - TUBES, PIPES AND HOLLOW PROFILES, OF CAST IRON: SOIL PIPE",,Articles of iron or steel,73030020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
765,"TUBES, PIPES AND HOLLOW PROFILES, OF CAST IRON - TUBES, PIPES AND HOLLOW PROFILES, OF CAST IRON: SPUN PIPE",,Articles of iron or steel,73030030,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
766,"TUBES, PIPES AND HOLLOW PROFILES, OF CAST IRON - TUBES, PIPES AND HOLLOW PROFILES, OF CAST IRON: OTHER",,Articles of iron or steel,73030090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
767,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL - Line pipe of a kind used for oil and gas pipelines",,Articles of iron or steel,7304,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
768,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL - LINE PIPE OF A KIND USED FOR OIL OR GAS PIPELINES : PIPES OF IRON OR STEEL : OF IRON",,Articles of iron or steel,73041011,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
769,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL - LINE PIPE OF A KIND USED FOR OIL OR GAS PIPELINES : PIPES OF IRON OR STEEL : OTHER",,Articles of iron or steel,73041019,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
770,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL - LINE PIPE OF A KIND USED FOR OIL OR GAS PIPELINES : BLANKS FOR TUBES AND PIPES: OF IRON",,Articles of iron or steel,73041021,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
771,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL - LINE PIPE OF A KIND USED FOR OIL OR GAS PIPELINES : BLANKS FOR TUBES AND PIPES: OTHER",,Articles of iron or steel,73041029,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
772,Of stainless steel,,Articles of iron or steel,730411,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
773,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL - LINE PIPE OF A KIND USED FOR OIL OR GAS PIPELINES : -- OF STAINLESS STEEL: --- TUBES AND PIPES",,Articles of iron or steel,73041110,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
774,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL - LINE PIPE OF A KIND USED FOR OIL OR GAS PIPELINES : -- OF STAINLESS STEEL: --- BLANKS FOR TUBES AND PIPES",,Articles of iron or steel,73041120,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
775,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL - LINE PIPE OF A KIND USED FOR OIL OR GAS PIPELINES : -- OF STAINLESS STEEL: --- OTHER",,Articles of iron or steel,73041190,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
776,Other,,Articles of iron or steel,730419,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
777,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL - LINE PIPE OF A KIND USED FOR OIL OR GAS PIPELINES : -- OTHER --- TUBES AND PIPES",,Articles of iron or steel,73041910,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
778,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL - LINE PIPE OF A KIND USED FOR OIL OR GAS PIPELINES : -- OTHER --- BLANKS FOR TUBES AND PIPES",,Articles of iron or steel,73041920,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
779,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL - LINE PIPE OF A KIND USED FOR OIL OR GAS PIPELINES : -- OTHER --- OTHER",,Articles of iron or steel,73041990,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
780,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL - CASING, TUBING AND DRILL PIPE, OF A KIND USED IN DRILLING FOR OIL OR GAS : DRILL PIPE : OF IRON",,Articles of iron or steel,73042110,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
781,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL - CASING, TUBING AND DRILL PIPE, OF A KIND USED IN DRILLING FOR OIL OR GAS : DRILL PIPE : OTHER",,Articles of iron or steel,73042190,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
782,"ARTICLES OF IRON OR STEEL~Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel~Drill pipe of stainless steel",,Articles of iron or steel,730422,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
783,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL - CASING, TUBING AND DRILL PIPE, OF A KIND USED IN DRILLING FOR OIL OR GAS: -- DRILL PIPE OF STAILESS STEEL",,Articles of iron or steel,73042200,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
784,Other drill pipe,,Articles of iron or steel,730423,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
785,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL - CASING, TUBING AND DRILL PIPE, OF A KIND USED IN DRILLING FOR OIL OR GAS: -- OTHER DRILL PIPE: --- OF IRON",,Articles of iron or steel,73042310,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
786,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL - CASING, TUBING AND DRILL PIPE, OF A KIND USED IN DRILLING FOR OIL OR GAS: -- OTHER DRILL PIPE: --- OTHER",,Articles of iron or steel,73042390,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
